data,produto,qtd
2024-07-23,Pão Doce,6.0
2024-07-23,Pão Integral (kg),1.23
2024-07-23,Biscoito Caseiro (kg),1.22
2024-07-23,Café Expresso,15.0
2024-07-23,Baguete,6.0
2024-07-23,Biscoito Caseiro (kg),1.35
2024-07-23,Pão Doce,5.0
2024-07-23,Pão Doce,2.0
2024-07-23,Pão Integral (kg),1.41
2024-07-23,Pão de Queijo,1.0
2024-07-23,Bolo de Cenoura (fatia),3.0
2024-07-23,Pão Doce,8.0
2024-07-23,Suco de Laranja,8.0
2024-07-23,Café Expresso,14.0
2024-07-23,Bolo de Cenoura (fatia),2.0
2024-07-23,Pão Integral (kg),0.42
2024-07-23,Torta de Morango (fatia),2.0
2024-07-23,Pão Integral (kg),1.9
2024-07-23,Pão Francês,11.0
2024-07-23,Baguete,4.0
2024-07-23,Café Expresso,10.0
2024-07-23,Suco de Laranja,5.0
2024-07-23,Baguete,8.0
2024-07-23,Biscoito Caseiro (kg),1.82
2024-07-23,Suco de Laranja,5.0
2024-07-23,Torta de Morango (fatia),3.0
2024-07-23,Pão de Queijo,30.0
2024-07-23,Baguete,6.0
2024-07-23,Pão Integral (kg),1.94
2024-07-23,Torta de Morango (fatia),1.0
2024-07-23,Torta de Morango (fatia),3.0
2024-07-23,Suco de Laranja,8.0
2024-07-23,Suco de Laranja,3.0
2024-07-23,Café Expresso,24.0
2024-07-23,Biscoito Caseiro (kg),1.11
2024-07-23,Suco de Laranja,7.0
2024-07-23,Pão de Queijo,13.0
2024-07-23,Pão de Queijo,17.0
2024-07-23,Bolo de Cenoura (fatia),3.0
2024-07-23,Pão Doce,1.0
2024-07-23,Pão Integral (kg),1.58
2024-07-23,Pão Francês,19.0
2024-07-23,Bolo de Cenoura (fatia),2.0
2024-07-23,Pão Doce,1.0
2024-07-23,Bolo de Cenoura (fatia),1.0
2024-07-23,Biscoito Caseiro (kg),0.99
2024-07-23,Café Expresso,2.0
2024-07-24,Biscoito Caseiro (kg),2.14
2024-07-24,Suco de Laranja,6.0
2024-07-24,Bolo de Cenoura (fatia),2.0
2024-07-24,Torta de Morango (fatia),3.0
2024-07-24,Pão Doce,5.0
2024-07-24,Café Expresso,12.0
2024-07-24,Biscoito Caseiro (kg),2.06
2024-07-24,Torta de Morango (fatia),2.0
2024-07-24,Café Expresso,2.0
2024-07-24,Pão de Queijo,10.0
2024-07-24,Pão Francês,12.0
2024-07-24,Baguete,7.0
2024-07-24,Baguete,6.0
2024-07-24,Café Expresso,30.0
2024-07-24,Biscoito Caseiro (kg),2.24
2024-07-24,Pão de Queijo,13.0
2024-07-24,Pão Doce,7.0
2024-07-24,Café Expresso,3.0
2024-07-24,Café Expresso,27.0
2024-07-24,Suco de Laranja,4.0
2024-07-24,Café Expresso,15.0
2024-07-24,Pão Doce,1.0
2024-07-24,Pão Francês,3.0
2024-07-24,Pão Integral (kg),2.33
2024-07-24,Torta de Morango (fatia),3.0
2024-07-24,Baguete,8.0
2024-07-24,Café Expresso,27.0
2024-07-24,Suco de Laranja,6.0
2024-07-24,Pão Doce,5.0
2024-07-24,Torta de Morango (fatia),2.0
2024-07-24,Torta de Morango (fatia),1.0
2024-07-25,Baguete,2.0
2024-07-25,Pão Francês,27.0
2024-07-25,Bolo de Cenoura (fatia),3.0
2024-07-25,Torta de Morango (fatia),2.0
2024-07-25,Pão Doce,2.0
2024-07-25,Bolo de Cenoura (fatia),1.0
2024-07-25,Baguete,5.0
2024-07-25,Suco de Laranja,2.0
2024-07-25,Pão Doce,7.0
2024-07-25,Torta de Morango (fatia),1.0
2024-07-25,Suco de Laranja,2.0
2024-07-25,Pão Doce,8.0
2024-07-25,Pão de Queijo,2.0
2024-07-25,Suco de Laranja,3.0
2024-07-25,Baguete,8.0
2024-07-25,Pão Integral (kg),2.13
2024-07-25,Biscoito Caseiro (kg),0.2
2024-07-25,Baguete,5.0
2024-07-25,Pão de Queijo,23.0
2024-07-25,Pão Doce,8.0
2024-07-25,Suco de Laranja,8.0
2024-07-25,Pão Francês,7.0
2024-07-25,Café Expresso,20.0
2024-07-25,Café Expresso,17.0
2024-07-25,Suco de Laranja,1.0
2024-07-25,Torta de Morango (fatia),1.0
2024-07-25,Pão Integral (kg),1.35
2024-07-25,Bolo de Cenoura (fatia),1.0
2024-07-25,Biscoito Caseiro (kg),2.04
2024-07-25,Pão Francês,11.0
2024-07-25,Pão Integral (kg),2.46
2024-07-25,Café Expresso,23.0
2024-07-25,Pão Integral (kg),0.12
2024-07-25,Pão Doce,5.0
2024-07-25,Torta de Morango (fatia),1.0
2024-07-25,Baguete,5.0
2024-07-25,Pão Francês,19.0
2024-07-25,Pão Francês,14.0
2024-07-25,Pão Francês,29.0
2024-07-25,Baguete,3.0
2024-07-25,Baguete,2.0
2024-07-25,Café Expresso,17.0
2024-07-25,Baguete,2.0
2024-07-25,Pão Doce,6.0
2024-07-25,Suco de Laranja,6.0
2024-07-25,Café Expresso,14.0
2024-07-25,Pão Integral (kg),0.85
2024-07-25,Baguete,3.0
2024-07-25,Pão Integral (kg),1.48
2024-07-25,Biscoito Caseiro (kg),0.83
2024-07-25,Torta de Morango (fatia),2.0
2024-07-25,Pão de Queijo,17.0
2024-07-25,Pão de Queijo,12.0
2024-07-25,Torta de Morango (fatia),1.0
2024-07-25,Suco de Laranja,6.0
2024-07-25,Café Expresso,29.0
2024-07-25,Baguete,3.0
2024-07-25,Baguete,4.0
2024-07-26,Baguete,6.0
2024-07-26,Bolo de Cenoura (fatia),2.0
2024-07-26,Pão Doce,1.0
2024-07-26,Suco de Laranja,3.0
2024-07-26,Pão Integral (kg),2.14
2024-07-26,Baguete,8.0
2024-07-26,Pão de Queijo,15.0
2024-07-26,Bolo de Cenoura (fatia),1.0
2024-07-26,Suco de Laranja,3.0
2024-07-26,Café Expresso,11.0
2024-07-26,Pão de Queijo,14.0
2024-07-26,Torta de Morango (fatia),1.0
2024-07-26,Baguete,5.0
2024-07-26,Suco de Laranja,4.0
2024-07-26,Biscoito Caseiro (kg),1.23
2024-07-26,Pão Integral (kg),0.5
2024-07-26,Café Expresso,26.0
2024-07-26,Café Expresso,25.0
2024-07-26,Bolo de Cenoura (fatia),1.0
2024-07-26,Pão Francês,10.0
2024-07-26,Torta de Morango (fatia),1.0
2024-07-26,Café Expresso,12.0
2024-07-26,Suco de Laranja,4.0
2024-07-26,Torta de Morango (fatia),3.0
2024-07-26,Biscoito Caseiro (kg),2.42
2024-07-26,Pão Doce,6.0
2024-07-26,Pão Integral (kg),1.05
2024-07-26,Suco de Laranja,6.0
2024-07-26,Pão Francês,17.0
2024-07-26,Pão Doce,8.0
2024-07-26,Baguete,1.0
2024-07-26,Biscoito Caseiro (kg),1.52
2024-07-26,Pão Integral (kg),1.28
2024-07-26,Torta de Morango (fatia),2.0
2024-07-26,Pão Francês,8.0
2024-07-26,Suco de Laranja,8.0
2024-07-26,Pão Doce,2.0
2024-07-26,Torta de Morango (fatia),3.0
2024-07-26,Pão de Queijo,26.0
2024-07-26,Torta de Morango (fatia),1.0
2024-07-26,Pão de Queijo,25.0
2024-07-26,Café Expresso,11.0
2024-07-26,Pão de Queijo,14.0
2024-07-26,Torta de Morango (fatia),2.0
2024-07-26,Pão Integral (kg),1.96
2024-07-26,Bolo de Cenoura (fatia),2.0
2024-07-26,Pão Integral (kg),1.97
2024-07-26,Biscoito Caseiro (kg),0.49
2024-07-26,Torta de Morango (fatia),3.0
2024-07-26,Torta de Morango (fatia),2.0
2024-07-27,Pão Francês,22.0
2024-07-27,Pão Integral (kg),1.67
2024-07-27,Baguete,3.0
2024-07-27,Pão Integral (kg),0.69
2024-07-27,Pão Doce,4.0
2024-07-27,Baguete,5.0
2024-07-27,Pão Francês,5.0
2024-07-27,Suco de Laranja,2.0
2024-07-27,Pão Integral (kg),0.15
2024-07-27,Baguete,6.0
2024-07-27,Pão de Queijo,6.0
2024-07-27,Bolo de Cenoura (fatia),2.0
2024-07-27,Torta de Morango (fatia),3.0
2024-07-27,Torta de Morango (fatia),2.0
2024-07-27,Baguete,1.0
2024-07-27,Café Expresso,12.0
2024-07-27,Suco de Laranja,6.0
2024-07-27,Café Expresso,14.0
2024-07-27,Bolo de Cenoura (fatia),3.0
2024-07-27,Torta de Morango (fatia),2.0
2024-07-27,Pão Doce,8.0
2024-07-27,Café Expresso,15.0
2024-07-27,Suco de Laranja,6.0
2024-07-27,Pão Doce,7.0
2024-07-27,Pão de Queijo,7.0
2024-07-27,Torta de Morango (fatia),1.0
2024-07-27,Pão Integral (kg),1.34
2024-07-27,Pão Doce,3.0
2024-07-27,Pão Francês,5.0
2024-07-27,Suco de Laranja,6.0
2024-07-27,Pão de Queijo,3.0
2024-07-27,Torta de Morango (fatia),2.0
2024-07-27,Bolo de Cenoura (fatia),3.0
2024-07-27,Pão de Queijo,9.0
2024-07-27,Torta de Morango (fatia),3.0
2024-07-27,Pão de Queijo,21.0
2024-07-28,Pão Integral (kg),1.96
2024-07-28,Torta de Morango (fatia),2.0
2024-07-28,Suco de Laranja,5.0
2024-07-28,Pão Integral (kg),1.86
2024-07-28,Biscoito Caseiro (kg),2.33
2024-07-28,Bolo de Cenoura (fatia),2.0
2024-07-28,Suco de Laranja,2.0
2024-07-28,Torta de Morango (fatia),3.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Biscoito Caseiro (kg),2.41
2024-07-28,Bolo de Cenoura (fatia),3.0
2024-07-28,Café Expresso,25.0
2024-07-28,Pão Francês,25.0
2024-07-28,Pão Doce,2.0
2024-07-28,Pão de Queijo,14.0
2024-07-28,Bolo de Cenoura (fatia),2.0
2024-07-28,Pão de Queijo,12.0
2024-07-28,Pão Integral (kg),0.37
2024-07-28,Baguete,1.0
2024-07-28,Torta de Morango (fatia),2.0
2024-07-28,Biscoito Caseiro (kg),0.49
2024-07-28,Suco de Laranja,7.0
2024-07-28,Biscoito Caseiro (kg),1.29
2024-07-28,Pão de Queijo,9.0
2024-07-28,Torta de Morango (fatia),2.0
2024-07-28,Pão Doce,1.0
2024-07-28,Torta de Morango (fatia),3.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Pão Francês,21.0
2024-07-28,Suco de Laranja,5.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Pão Francês,20.0
2024-07-28,Pão de Queijo,13.0
2024-07-28,Pão de Queijo,15.0
2024-07-28,Pão Doce,8.0
2024-07-28,Baguete,6.0
2024-07-28,Bolo de Cenoura (fatia),3.0
2024-07-28,Bolo de Cenoura (fatia),3.0
2024-07-28,Pão Doce,1.0
2024-07-28,Pão Francês,18.0
2024-07-28,Café Expresso,2.0
2024-07-28,Pão Integral (kg),1.46
2024-07-28,Pão Doce,3.0
2024-07-28,Pão Francês,27.0
2024-07-28,Biscoito Caseiro (kg),1.41
2024-07-28,Torta de Morango (fatia),2.0
2024-07-28,Pão Francês,29.0
2024-07-28,Pão Doce,5.0
2024-07-28,Bolo de Cenoura (fatia),2.0
2024-07-28,Torta de Morango (fatia),2.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Pão Integral (kg),0.37
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Pão de Queijo,24.0
2024-07-28,Café Expresso,15.0
2024-07-28,Pão Integral (kg),2.19
2024-07-28,Torta de Morango (fatia),1.0
2024-07-28,Pão de Queijo,29.0
2024-07-28,Pão Doce,5.0
2024-07-28,Pão Francês,19.0
2024-07-28,Torta de Morango (fatia),3.0
2024-07-28,Café Expresso,1.0
2024-07-28,Pão Integral (kg),0.97
2024-07-28,Café Expresso,12.0
2024-07-28,Biscoito Caseiro (kg),0.27
2024-07-28,Café Expresso,22.0
2024-07-28,Biscoito Caseiro (kg),1.03
2024-07-28,Pão Doce,1.0
2024-07-28,Bolo de Cenoura (fatia),1.0
2024-07-28,Pão Integral (kg),1.03
2024-07-28,Pão Integral (kg),0.65
2024-07-28,Pão Integral (kg),2.23
2024-07-28,Pão de Queijo,2.0
2024-07-29,Biscoito Caseiro (kg),2.23
2024-07-29,Baguete,7.0
2024-07-29,Pão de Queijo,9.0
2024-07-29,Café Expresso,5.0
2024-07-29,Torta de Morango (fatia),1.0
2024-07-29,Pão Doce,7.0
2024-07-29,Biscoito Caseiro (kg),2.4
2024-07-29,Pão de Queijo,9.0
2024-07-29,Suco de Laranja,5.0
2024-07-29,Pão Doce,3.0
2024-07-29,Pão Doce,2.0
2024-07-29,Pão Doce,8.0
2024-07-29,Pão Integral (kg),1.92
2024-07-29,Pão Integral (kg),0.83
2024-07-29,Pão Integral (kg),0.12
2024-07-29,Bolo de Cenoura (fatia),1.0
2024-07-29,Pão de Queijo,18.0
2024-07-29,Biscoito Caseiro (kg),1.06
2024-07-29,Baguete,8.0
2024-07-29,Bolo de Cenoura (fatia),1.0
2024-07-29,Pão Doce,2.0
2024-07-29,Biscoito Caseiro (kg),0.33
2024-07-29,Baguete,4.0
2024-07-29,Pão Francês,16.0
2024-07-29,Pão Doce,6.0
2024-07-29,Pão Doce,3.0
2024-07-29,Biscoito Caseiro (kg),1.91
2024-07-29,Baguete,3.0
2024-07-29,Pão Doce,7.0
2024-07-29,Pão Doce,6.0
2024-07-29,Pão Integral (kg),2.35
2024-07-29,Biscoito Caseiro (kg),0.82
2024-07-29,Bolo de Cenoura (fatia),1.0
2024-07-29,Pão Integral (kg),1.14
2024-07-29,Pão de Queijo,7.0
2024-07-29,Pão Francês,17.0
2024-07-29,Pão de Queijo,6.0
2024-07-29,Café Expresso,17.0
2024-07-29,Torta de Morango (fatia),2.0
2024-07-29,Pão Integral (kg),1.38
2024-07-29,Pão Francês,24.0
2024-07-29,Torta de Morango (fatia),3.0
2024-07-29,Pão Doce,3.0
2024-07-29,Bolo de Cenoura (fatia),1.0
2024-07-29,Baguete,5.0
2024-07-29,Baguete,4.0
2024-07-29,Bolo de Cenoura (fatia),2.0
2024-07-29,Pão de Queijo,30.0
2024-07-29,Torta de Morango (fatia),2.0
2024-07-29,Pão Doce,1.0
2024-07-29,Pão Francês,11.0
2024-07-29,Pão Integral (kg),2.01
2024-07-29,Pão Integral (kg),2.32
2024-07-29,Bolo de Cenoura (fatia),1.0
2024-07-29,Café Expresso,7.0
2024-07-29,Pão de Queijo,29.0
2024-07-29,Café Expresso,6.0
2024-07-29,Torta de Morango (fatia),2.0
2024-07-29,Pão de Queijo,20.0
2024-07-29,Suco de Laranja,5.0
2024-07-29,Biscoito Caseiro (kg),1.0
2024-07-29,Pão de Queijo,20.0
2024-07-29,Biscoito Caseiro (kg),2.44
2024-07-29,Pão Doce,6.0
2024-07-29,Pão Integral (kg),2.19
2024-07-29,Café Expresso,27.0
2024-07-29,Biscoito Caseiro (kg),1.2
2024-07-29,Biscoito Caseiro (kg),1.5
2024-07-29,Pão Integral (kg),0.72
2024-07-29,Bolo de Cenoura (fatia),3.0
2024-07-29,Pão Integral (kg),0.64
2024-07-29,Suco de Laranja,1.0
2024-07-29,Torta de Morango (fatia),3.0
2024-07-29,Pão Doce,4.0
2024-07-29,Café Expresso,24.0
2024-07-29,Suco de Laranja,5.0
2024-07-29,Pão Integral (kg),0.41
2024-07-29,Torta de Morango (fatia),2.0
2024-07-29,Pão de Queijo,10.0
2024-07-29,Café Expresso,28.0
2024-07-30,Pão de Queijo,20.0
2024-07-30,Biscoito Caseiro (kg),1.48
2024-07-30,Pão Integral (kg),1.21
2024-07-30,Pão Integral (kg),0.34
2024-07-30,Bolo de Cenoura (fatia),2.0
2024-07-30,Bolo de Cenoura (fatia),2.0
2024-07-30,Bolo de Cenoura (fatia),3.0
2024-07-30,Pão de Queijo,20.0
2024-07-30,Café Expresso,14.0
2024-07-30,Bolo de Cenoura (fatia),3.0
2024-07-30,Torta de Morango (fatia),1.0
2024-07-30,Baguete,6.0
2024-07-30,Café Expresso,10.0
2024-07-30,Pão de Queijo,16.0
2024-07-30,Pão de Queijo,26.0
2024-07-30,Pão de Queijo,23.0
2024-07-30,Baguete,3.0
2024-07-30,Pão Integral (kg),1.59
2024-07-30,Pão Integral (kg),0.36
2024-07-30,Baguete,5.0
2024-07-30,Pão de Queijo,5.0
2024-07-30,Baguete,4.0
2024-07-30,Pão Integral (kg),0.28
2024-07-30,Torta de Morango (fatia),3.0
2024-07-30,Baguete,7.0
2024-07-30,Suco de Laranja,1.0
2024-07-30,Torta de Morango (fatia),2.0
2024-07-30,Biscoito Caseiro (kg),1.85
2024-07-30,Pão de Queijo,22.0
2024-07-30,Pão Integral (kg),0.39
2024-07-30,Torta de Morango (fatia),3.0
2024-07-30,Pão Doce,2.0
2024-07-30,Pão Integral (kg),0.11
2024-07-30,Torta de Morango (fatia),3.0
2024-07-30,Pão Integral (kg),0.53
2024-07-30,Biscoito Caseiro (kg),0.54
2024-07-30,Torta de Morango (fatia),2.0
2024-07-30,Pão Francês,25.0
2024-07-30,Biscoito Caseiro (kg),1.61
2024-07-30,Suco de Laranja,5.0
2024-07-30,Baguete,3.0
2024-07-30,Pão Francês,26.0
2024-07-30,Pão Integral (kg),1.74
2024-07-30,Pão de Queijo,29.0
2024-07-30,Pão Doce,3.0
2024-07-30,Baguete,4.0
2024-07-30,Torta de Morango (fatia),2.0
2024-07-30,Bolo de Cenoura (fatia),3.0
2024-07-30,Pão Francês,29.0
2024-07-30,Baguete,3.0
2024-07-31,Pão de Queijo,25.0
2024-07-31,Torta de Morango (fatia),3.0
2024-07-31,Suco de Laranja,7.0
2024-07-31,Pão Francês,8.0
2024-07-31,Suco de Laranja,2.0
2024-07-31,Biscoito Caseiro (kg),1.79
2024-07-31,Biscoito Caseiro (kg),1.46
2024-07-31,Pão de Queijo,21.0
2024-07-31,Pão Doce,3.0
2024-07-31,Baguete,6.0
2024-07-31,Pão Francês,14.0
2024-07-31,Biscoito Caseiro (kg),1.94
2024-07-31,Suco de Laranja,6.0
2024-07-31,Bolo de Cenoura (fatia),1.0
2024-07-31,Pão Integral (kg),1.22
2024-07-31,Baguete,4.0
2024-07-31,Biscoito Caseiro (kg),1.33
2024-07-31,Pão Francês,23.0
2024-07-31,Baguete,6.0
2024-07-31,Torta de Morango (fatia),2.0
2024-07-31,Suco de Laranja,4.0
2024-07-31,Baguete,6.0
2024-07-31,Pão Doce,8.0
2024-07-31,Pão de Queijo,6.0
2024-07-31,Suco de Laranja,4.0
2024-07-31,Pão de Queijo,27.0
2024-07-31,Bolo de Cenoura (fatia),2.0
2024-07-31,Café Expresso,19.0
2024-07-31,Biscoito Caseiro (kg),1.89
2024-07-31,Pão Francês,26.0
2024-07-31,Pão Francês,21.0
2024-07-31,Bolo de Cenoura (fatia),1.0
2024-07-31,Café Expresso,28.0
2024-07-31,Biscoito Caseiro (kg),2.17
2024-07-31,Baguete,5.0
2024-07-31,Bolo de Cenoura (fatia),2.0
2024-07-31,Suco de Laranja,3.0
2024-07-31,Pão Integral (kg),1.41
2024-07-31,Pão Francês,20.0
2024-07-31,Bolo de Cenoura (fatia),2.0
2024-07-31,Pão Doce,1.0
2024-07-31,Café Expresso,8.0
2024-07-31,Café Expresso,9.0
2024-07-31,Suco de Laranja,4.0
2024-07-31,Café Expresso,16.0
2024-07-31,Biscoito Caseiro (kg),1.32
2024-07-31,Pão Francês,16.0
2024-07-31,Baguete,5.0
2024-07-31,Pão Integral (kg),1.08
2024-07-31,Pão Francês,8.0
2024-07-31,Pão Doce,5.0
2024-07-31,Bolo de Cenoura (fatia),3.0
2024-07-31,Suco de Laranja,8.0
2024-07-31,Baguete,8.0
2024-07-31,Baguete,5.0
2024-07-31,Pão Integral (kg),0.93
2024-07-31,Pão Doce,8.0
2024-07-31,Pão de Queijo,9.0
2024-07-31,Torta de Morango (fatia),2.0
2024-07-31,Pão Integral (kg),1.75
2024-07-31,Baguete,7.0
2024-07-31,Pão Integral (kg),0.2
2024-07-31,Suco de Laranja,1.0
2024-07-31,Bolo de Cenoura (fatia),3.0
2024-07-31,Pão Doce,2.0
2024-07-31,Torta de Morango (fatia),1.0
2024-07-31,Pão Integral (kg),1.65
2024-07-31,Bolo de Cenoura (fatia),3.0
2024-07-31,Bolo de Cenoura (fatia),3.0
2024-07-31,Biscoito Caseiro (kg),1.9
2024-07-31,Pão Francês,5.0
2024-07-31,Pão de Queijo,16.0
2024-07-31,Pão de Queijo,9.0
2024-07-31,Baguete,4.0
2024-07-31,Pão de Queijo,4.0
2024-07-31,Pão Integral (kg),1.71
2024-07-31,Pão Francês,20.0
2024-07-31,Pão Francês,19.0
2024-07-31,Biscoito Caseiro (kg),0.81
2024-08-01,Baguete,5.0
2024-08-01,Suco de Laranja,6.0
2024-08-01,Biscoito Caseiro (kg),1.03
2024-08-01,Biscoito Caseiro (kg),2.05
2024-08-01,Pão Doce,2.0
2024-08-01,Pão Integral (kg),1.78
2024-08-01,Bolo de Cenoura (fatia),2.0
2024-08-01,Baguete,3.0
2024-08-01,Pão Integral (kg),0.47
2024-08-01,Pão Francês,15.0
2024-08-01,Suco de Laranja,2.0
2024-08-01,Pão Integral (kg),0.48
2024-08-01,Torta de Morango (fatia),1.0
2024-08-01,Pão Integral (kg),2.18
2024-08-01,Biscoito Caseiro (kg),0.55
2024-08-01,Pão Integral (kg),2.41
2024-08-01,Biscoito Caseiro (kg),0.47
2024-08-01,Baguete,1.0
2024-08-01,Suco de Laranja,6.0
2024-08-01,Pão Doce,4.0
2024-08-01,Pão Doce,5.0
2024-08-01,Pão Integral (kg),0.84
2024-08-01,Pão Francês,4.0
2024-08-01,Baguete,2.0
2024-08-01,Suco de Laranja,5.0
2024-08-01,Bolo de Cenoura (fatia),1.0
2024-08-01,Bolo de Cenoura (fatia),2.0
2024-08-01,Baguete,6.0
2024-08-01,Pão Francês,28.0
2024-08-01,Pão Francês,16.0
2024-08-01,Biscoito Caseiro (kg),0.53
2024-08-01,Café Expresso,21.0
2024-08-01,Suco de Laranja,2.0
2024-08-01,Biscoito Caseiro (kg),1.3
2024-08-01,Pão de Queijo,21.0
2024-08-01,Biscoito Caseiro (kg),2.17
2024-08-01,Pão Doce,6.0
2024-08-01,Biscoito Caseiro (kg),2.08
2024-08-01,Pão Integral (kg),1.58
2024-08-01,Torta de Morango (fatia),3.0
2024-08-01,Suco de Laranja,7.0
2024-08-01,Baguete,5.0
2024-08-01,Pão de Queijo,16.0
2024-08-01,Pão de Queijo,15.0
2024-08-01,Suco de Laranja,6.0
2024-08-01,Suco de Laranja,6.0
2024-08-01,Torta de Morango (fatia),2.0
2024-08-01,Pão Integral (kg),0.7
2024-08-01,Café Expresso,2.0
2024-08-01,Pão de Queijo,5.0
2024-08-01,Pão Francês,12.0
2024-08-01,Pão Integral (kg),1.73
2024-08-01,Pão Doce,7.0
2024-08-01,Biscoito Caseiro (kg),2.19
2024-08-01,Pão Doce,5.0
2024-08-01,Biscoito Caseiro (kg),0.28
2024-08-01,Biscoito Caseiro (kg),2.02
2024-08-01,Baguete,5.0
2024-08-01,Baguete,6.0
2024-08-01,Pão Integral (kg),0.95
2024-08-01,Pão de Queijo,5.0
2024-08-01,Torta de Morango (fatia),3.0
2024-08-01,Pão Francês,24.0
2024-08-02,Bolo de Cenoura (fatia),1.0
2024-08-02,Torta de Morango (fatia),1.0
2024-08-02,Suco de Laranja,1.0
2024-08-02,Café Expresso,10.0
2024-08-02,Baguete,6.0
2024-08-02,Pão Francês,4.0
2024-08-02,Baguete,4.0
2024-08-02,Biscoito Caseiro (kg),1.3
2024-08-02,Bolo de Cenoura (fatia),1.0
2024-08-02,Café Expresso,2.0
2024-08-02,Café Expresso,30.0
2024-08-02,Pão Francês,29.0
2024-08-02,Pão Integral (kg),0.2
2024-08-02,Torta de Morango (fatia),3.0
2024-08-02,Café Expresso,15.0
2024-08-02,Baguete,3.0
2024-08-02,Pão de Queijo,11.0
2024-08-02,Torta de Morango (fatia),1.0
2024-08-02,Café Expresso,21.0
2024-08-02,Bolo de Cenoura (fatia),3.0
2024-08-02,Suco de Laranja,7.0
2024-08-02,Suco de Laranja,6.0
2024-08-02,Suco de Laranja,6.0
2024-08-02,Pão Doce,3.0
2024-08-02,Pão Francês,19.0
2024-08-02,Bolo de Cenoura (fatia),3.0
2024-08-02,Bolo de Cenoura (fatia),2.0
2024-08-02,Café Expresso,24.0
2024-08-02,Torta de Morango (fatia),3.0
2024-08-02,Pão de Queijo,28.0
2024-08-02,Suco de Laranja,2.0
2024-08-02,Pão Doce,1.0
2024-08-02,Bolo de Cenoura (fatia),3.0
2024-08-02,Bolo de Cenoura (fatia),3.0
2024-08-02,Café Expresso,1.0
2024-08-02,Pão Integral (kg),1.16
2024-08-02,Biscoito Caseiro (kg),0.3
2024-08-02,Pão Doce,3.0
2024-08-02,Biscoito Caseiro (kg),1.12
2024-08-02,Bolo de Cenoura (fatia),1.0
2024-08-02,Café Expresso,16.0
2024-08-02,Bolo de Cenoura (fatia),1.0
2024-08-02,Pão Integral (kg),0.21
2024-08-02,Suco de Laranja,5.0
2024-08-02,Pão Francês,21.0
2024-08-02,Pão Francês,29.0
2024-08-02,Torta de Morango (fatia),1.0
2024-08-03,Suco de Laranja,3.0
2024-08-03,Pão Francês,19.0
2024-08-03,Suco de Laranja,2.0
2024-08-03,Pão de Queijo,1.0
2024-08-03,Pão Doce,5.0
2024-08-03,Biscoito Caseiro (kg),1.07
2024-08-03,Pão Doce,5.0
2024-08-03,Café Expresso,8.0
2024-08-03,Pão de Queijo,10.0
2024-08-03,Bolo de Cenoura (fatia),3.0
2024-08-03,Biscoito Caseiro (kg),1.31
2024-08-03,Pão de Queijo,7.0
2024-08-03,Pão Francês,17.0
2024-08-03,Biscoito Caseiro (kg),1.76
2024-08-03,Suco de Laranja,3.0
2024-08-03,Torta de Morango (fatia),2.0
2024-08-03,Bolo de Cenoura (fatia),1.0
2024-08-03,Suco de Laranja,6.0
2024-08-03,Pão Integral (kg),2.42
2024-08-03,Torta de Morango (fatia),2.0
2024-08-03,Torta de Morango (fatia),3.0
2024-08-03,Suco de Laranja,8.0
2024-08-03,Biscoito Caseiro (kg),2.04
2024-08-03,Café Expresso,6.0
2024-08-03,Bolo de Cenoura (fatia),2.0
2024-08-03,Biscoito Caseiro (kg),2.06
2024-08-03,Bolo de Cenoura (fatia),2.0
2024-08-03,Pão Francês,1.0
2024-08-03,Bolo de Cenoura (fatia),2.0
2024-08-03,Pão Doce,3.0
2024-08-03,Suco de Laranja,2.0
2024-08-03,Torta de Morango (fatia),1.0
2024-08-03,Pão Doce,6.0
2024-08-03,Baguete,6.0
2024-08-03,Bolo de Cenoura (fatia),2.0
2024-08-03,Pão Integral (kg),0.44
2024-08-03,Baguete,2.0
2024-08-03,Pão Doce,7.0
2024-08-03,Pão Integral (kg),0.86
2024-08-03,Pão Doce,4.0
2024-08-03,Bolo de Cenoura (fatia),1.0
2024-08-03,Baguete,6.0
2024-08-03,Baguete,7.0
2024-08-03,Pão Doce,2.0
2024-08-03,Pão de Queijo,23.0
2024-08-03,Café Expresso,26.0
2024-08-03,Pão Integral (kg),0.74
2024-08-03,Pão de Queijo,1.0
2024-08-03,Pão Integral (kg),1.65
2024-08-03,Pão Integral (kg),1.39
2024-08-03,Café Expresso,27.0
2024-08-03,Pão de Queijo,30.0
2024-08-03,Suco de Laranja,3.0
2024-08-03,Bolo de Cenoura (fatia),3.0
2024-08-03,Café Expresso,15.0
